WKT,SA22018_V1_00,SA22018_V1_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (1767851.4027 5915066.8794)",148400,Farm Cove,0.97579917,0.97579917,1767851.4027,5915066.8794,-36.89546599,174.88380665,1767851.4027,5915066.8794
"POINT (1759807.8549 5908145.2168)",148500,Mangere North,0.71610265,0.71610265,1759807.8549,5908145.21675,-36.95922768,174.7950367,1759807.8549,5908145.2168
"POINT (1760266.6147 5908502.745)",148600,Favona West,0.85944157,0.85944157,1760266.6147,5908502.745,-36.95592834,174.80011155,1760266.6147,5908502.745
"POINT (1783102.9163 5926166.0891)",148700,Ostend,3.91381801,3.91381801,1783102.91625,5926166.0891,-36.79263832,175.05220466,1783102.9163,5926166.0891
"POINT (1769755.1726 5916029.1532)",148800,Half Moon Bay North East,0.64603014,0.64603014,1769755.1726,5916029.1532,-36.88645568,174.90494659,1769755.1726,5916029.1532
"POINT (1759347.3205 5907441.7726)",148900,Mangere West,0.94253489,0.94253489,1759347.32045,5907441.77255,-36.96564384,174.79001448,1759347.3205,5907441.7726
"POINT (1766467.1259 5912571.9243)",149000,Pakuranga West,1.39204826,1.39204826,1766467.12585,5912571.92425,-36.91819021,174.86882676,1766467.1259,5912571.9243
"POINT (1764402.6277 5911175.8499)",149100,Mount Wellington South West,0.69676276,0.69676276,1764402.6277,5911175.84985,-36.93113094,174.8459642,1764402.6277,5911175.8499
"POINT (1768515.6572 5914397.3318)",149200,Sunnyhills East,0.87367206,0.87367206,1768515.6572,5914397.3318,-36.90137998,174.89140685,1768515.6572,5914397.3318
"POINT (1769521.18 5915122.5518)",149300,Half Moon Bay South East,0.83429938,0.83429938,1769521.18,5915122.55175,-36.89466587,174.90252487,1769521.18,5915122.5518
"POINT (1761225.3993 5908489.1101)",149400,Favona East,0.63568423,0.63568423,1761225.39925,5908489.11005,-36.95588747,174.81087863,1761225.3993,5908489.1101
"POINT (1765255.8987 5911618.7556)",149500,Mount Wellington South East,0.67318677,0.67318677,1765255.89865,5911618.7556,-36.92699118,174.85544369,1765255.8987,5911618.7556
"POINT (1762760.6441 5909094.3333)",149600,Otahuhu Industrial,1.84535251,1.84535251,1762760.6441,5909094.33325,-36.9501703,174.82798415,1762760.6441,5909094.3333
"POINT (1770482.1676 5915642.5097)",149700,Bucklands Beach South,1.12045176,1.12045176,1770482.16755,5915642.5097,-36.88980813,174.91318756,1770482.1676,5915642.5097
"POINT (1767275.0993 5912942.8663)",149800,Pakuranga Central,1.12595262,1.12595262,1767275.09925,5912942.86625,-36.91470511,174.87781101,1767275.0993,5912942.8663
"POINT (1744943.7228 5887251.9874)",149900,Awhitu,221.55844737,221.55844737,1744943.7228,5887251.9874,-37.14989636,174.63216856,1744943.7228,5887251.9874
"POINT (1761157.5346 5907844.2391)",150000,Harania North,0.94437248,0.94437248,1761157.53455,5907844.23905,-36.96170937,174.8102543,1761157.5346,5907844.2391
"POINT (1763496.5134 5910014.13)",150100,Otahuhu Central,1.26371643,1.26371643,1763496.5134,5910014.13,-36.94175556,174.83604598,1763496.5134,5910014.13
"POINT (1760120.1332 5906831.2424)",150200,Mangere Central,1.44492264,1.44492264,1760120.1332,5906831.2424,-36.97101355,174.79882139,1760120.1332,5906831.2424
"POINT (1764499.1077 5910379.9288)",150300,Otahuhu North,0.72481482,0.72481482,1764499.10765,5910379.9288,-36.93828521,174.84722011,1764499.1077,5910379.9288
"POINT (1771063.441 5915253.9537)",150400,Howick West,1.19261311,1.19261311,1771063.44095,5915253.9537,-36.89320364,174.91979511,1771063.441,5915253.9537
"POINT (1768244.5525 5913268.1647)",150500,Pakuranga Heights North West,0.76233989,0.76233989,1768244.5525,5913268.16465,-36.91160179,174.88861633,1768244.5525,5913268.1647
"POINT (1772022.2796 5915905.4754)",150600,Mellons Bay,1.67597292,1.67597292,1772022.27955,5915905.4754,-36.88715946,174.93040248,1772022.2796,5915905.4754
"POINT (1769179.5752 5913579.7162)",150700,Pakuranga Heights East,1.79066061,1.79066061,1769179.57515,5913579.7162,-36.90862754,174.89903753,1769179.5752,5913579.7162
"POINT (1762214.6137 5908155.1558)",150800,Sutton Park,0.73066561,0.73066561,1762214.6137,5908155.15575,-36.95872645,174.82205607,1762214.6137,5908155.1558
"POINT (1765886.9903 5910970.27)",150900,Otahuhu East,0.78748523,0.78748523,1765886.9903,5910970.26995,-36.93272301,174.8626682,1765886.9903,5910970.27
"POINT (1759776.6441 5905978.0907)",151000,Mangere South,0.83312102,0.83312102,1759776.64405,5905978.0907,-36.97875887,174.79514489,1759776.6441,5905978.0907
"POINT (1785432.5183 5925759.9661)",151100,Onetangi,5.96163345,5.96163345,1785432.5183,5925759.9661,-36.79584373,175.07839806,1785432.5183,5925759.9661
"POINT (1761535.1454 5907194.2562)",151200,Harania South,0.77647517,0.77647517,1761535.1454,5907194.25615,-36.96750095,174.81463304,1761535.1454,5907194.2562
"POINT (1770108.894 5913993.6458)",151300,Highland Park (Auckland),1.37635731,1.37635731,1770108.894,5913993.6458,-36.90473104,174.90937089,1770108.894,5913993.6458
"POINT (1763831.2399 5908852.0914)",151400,Otahuhu South West,1.24162382,1.24162382,1763831.2399,5908852.09135,-36.95216719,174.84005503,1763831.2399,5908852.0914
"POINT (1768063.4742 5912355.8749)",151500,Pakuranga Heights South West,0.97371434,0.97371434,1768063.47415,5912355.8749,-36.9198535,174.88678719,1768063.4742,5912355.8749
"POINT (1761061.9001 5906561.2639)",151600,Mangere Mascot,0.78432156,0.78432156,1761061.90005,5906561.26395,-36.97328531,174.80945421,1761061.9001,5906561.2639
"POINT (1789850.515 5925425.5864)",151700,Waiheke East,87.58062844,87.58062844,1789850.515,5925425.58635,-36.79798055,175.12796937,1789850.515,5925425.5864
"POINT (1762413.5682 5907418.6087)",151800,Massey Road West,0.6935197,0.6935197,1762413.56815,5907418.6087,-36.96532836,174.82444816,1762413.5682,5907418.6087
"POINT (1764724.5213 5909386.7736)",151900,Otahuhu South,0.81751878,0.81751878,1764724.5213,5909386.77355,-36.94719396,174.84996655,1764724.5213,5909386.7736
"POINT (1771396.5974 5914579.1729)",152000,Howick Central,0.8576312,0.8576312,1771396.5974,5914579.1729,-36.89922262,174.92368474,1771396.5974,5914579.1729
"POINT (1763142.5185 5907551.8796)",152100,Massey Road North,0.85966762,0.85966762,1763142.51845,5907551.87955,-36.96400152,174.83260412,1763142.5185,5907551.8796
"POINT (1770523.6011 5913450.6314)",152200,Botany Downs West,0.81388434,0.81388434,1770523.60115,5913450.6314,-36.90954846,174.91414564,1770523.6011,5913450.6314
"POINT (1768053.5309 5910316.1539)",152300,East Tamaki,7.77487822,7.77487822,1768053.53095,5910316.1539,-36.93823242,174.88712871,1768053.5309,5910316.1539
"POINT (1771990.1732 5914382.5321)",152400,Howick East,1.10919825,1.10919825,1771990.17315,5914382.5321,-36.90088621,174.930388,1771990.1732,5914382.5321
"POINT (1769006.6458 5912045.5303)",152500,Burswood,0.52549252,0.52549252,1769006.64575,5912045.5303,-36.92248095,174.89743987,1769006.6458,5912045.5303
"POINT (1762205.3952 5906698.2986)",152600,Massey Road South,0.32471635,0.32471635,1762205.39515,5906698.29855,-36.97185419,174.8222655,1762205.3952,5906698.2986
"POINT (1764081.6726 5907928.5046)",152700,Middlemore,0.72022213,0.72022213,1764081.67255,5907928.5046,-36.96044494,174.84306701,1764081.6726,5907928.5046
"POINT (1762633.8182 5905013.587)",152800,Mangere South East,4.33120515,4.33120515,1762633.81815,5905013.587,-36.98695925,174.82743938,1762633.8182,5905013.587
"POINT (1771202.2875 5913382.5605)",152900,Botany Downs East,0.67735204,0.67735204,1771202.28745,5913382.56055,-36.91003877,174.92177547,1771202.2875,5913382.5605
"POINT (1764639.8765 5907548.574)",153000,Grange,1.43178144,1.43178144,1764639.87645,5907548.57395,-36.96377055,174.84941695,1764639.8765,5907548.574
"POINT (1769932.7954 5912142.243)",153100,Golflands,1.40769231,1.40769231,1769932.7954,5912142.243,-36.92144309,174.90781082,1769932.7954,5912142.243
"POINT (1762595.3077 5906498.0408)",153200,Aorere North,0.33000405,0.33000405,1762595.30765,5906498.04075,-36.97359119,174.82668701,1762595.3077,5906498.0408
"POINT (1763715.8996 5906952.6687)",153300,Mangere East,0.86872274,0.86872274,1763715.8996,5906952.66865,-36.96930074,174.8391719,1763715.8996,5906952.6687
"POINT (1773146.4383 5914717.6274)",153400,Cockle Bay,1.72842716,1.72842716,1773146.43825,5914717.62735,-36.89765568,174.94328238,1773146.4383,5914717.6274
"POINT (1766075.2845 5908393.0181)",153500,Otara West,1.55637466,1.55637466,1766075.28445,5908393.0181,-36.95591017,174.86534764,1766075.2845,5908393.0181
"POINT (1762913.1981 5906136.4794)",153600,Aorere Central,0.62009558,0.62009558,1762913.19805,5906136.4794,-36.97679381,174.83033475,1762913.1981,5906136.4794
"POINT (1771248.8504 5912581.257)",153700,Northpark North,0.86166842,0.86166842,1771248.85035,5912581.257,-36.91724964,174.92247912,1771248.8504,5912581.257
"POINT (1772280.9996 5913105.0565)",153800,Somerville,1.556066,1.556066,1772280.99955,5913105.0565,-36.91234246,174.93394109,1772280.9996,5913105.0565
"POINT (1770696.0459 5911987.1826)",153900,Northpark South,0.70661609,0.70661609,1770696.04585,5911987.18255,-36.9227022,174.91641035,1770696.0459,5911987.1826
"POINT (1764619.4871 5906754.2071)",154000,Papatoetoe North,0.99327077,0.99327077,1764619.4871,5906754.20705,-36.97093119,174.8493612,1764619.4871,5906754.2071
"POINT (1765644.9997 5907573.1316)",154100,Dingwall,0.8271738,0.8271738,1765644.9997,5907573.13155,-36.96337293,174.86069682,1765644.9997,5907573.1316
"POINT (1763546.3443 5905612.0811)",154200,Aorere South,1.23946499,1.23946499,1763546.3443,5905612.0811,-36.98140868,174.83755849,1763546.3443,5905612.0811
"POINT (1773404.6941 5913529.9842)",154300,Shelly Park,1.23160322,1.23160322,1773404.6941,5913529.98415,-36.90830816,174.94645122,1773404.6941,5913529.9842
"POINT (1767093.1706 5908370.3202)",154400,Otara Central,1.52354042,1.52354042,1767093.17055,5908370.32015,-36.95593456,174.87677994,1767093.1706,5908370.3202
"POINT (1769832.1461 5910764.8209)",154500,Huntington Park,0.43629701,0.43629701,1769832.1461,5910764.82095,-36.93387117,174.90699061,1769832.1461,5910764.8209
"POINT (1770305.41 5911055.2546)",154600,Botany Central,0.46967107,0.46967107,1770305.40995,5911055.2546,-36.93116908,174.91223666,1770305.41,5911055.2546
"POINT (1771555.8035 5911712.1912)",154700,Botany North,0.92492593,0.92492593,1771555.8035,5911712.19115,-36.92502363,174.92612028,1771555.8035,5911712.1912
"POINT (1764345.5745 5905743.9718)",154800,Papatoetoe West,1.22430286,1.22430286,1764345.5745,5905743.9718,-36.98008106,174.84650545,1764345.5745,5905743.9718
"POINT (1765381.1453 5906330.2376)",154900,Papatoetoe Central,1.45738387,1.45738387,1765381.14525,5906330.23765,-36.97461746,174.85800659,1765381.1453,5906330.2376
"POINT (1778042.2355 5916284.6801)",155000,Sunkist Bay,1.52795082,1.52795082,1778042.2355,5916284.6801,-36.88262674,174.99783159,1778042.2355,5916284.6801
"POINT (1767938.6296 5908463.7625)",155100,Otara East,0.86784541,0.86784541,1767938.6296,5908463.76245,-36.95494224,174.88625064,1767938.6296,5908463.7625
"POINT (1769658.4512 5909739.6159)",155200,Redcastle,0.55559047,0.55559047,1769658.45115,5909739.61585,-36.94313907,174.90527124,1769658.4512,5909739.6159
"POINT (1771226.0542 5910920.1249)",155300,Botany East,0.78144969,0.78144969,1771226.0542,5910920.12485,-36.93221968,174.92259922,1771226.0542,5910920.1249
"POINT (1770458.9812 5910229.4704)",155400,Botany South,0.74938028,0.74938028,1770458.9812,5910229.4704,-36.9385812,174.91414624,1770458.9812,5910229.4704
"POINT (1766365.5342 5904449.3639)",155500,Manukau Central,11.40067045,11.40067045,1766365.53415,5904449.36385,-36.99138991,174.86947528,1766365.5342,5904449.3639
"POINT (1766768.4772 5906551.6898)",155600,Papatoetoe East,1.0684957,1.0684957,1766768.4772,5906551.68975,-36.97237736,174.87353637,1766768.4772,5906551.6898
"POINT (1767033.0958 5906995.2244)",155700,Otara South,0.80187121,0.80187121,1767033.09575,5906995.2244,-36.96833434,174.87640961,1767033.0958,5906995.2244
"POINT (1767581.9735 5907224.9509)",155800,Ferguson,0.98687785,0.98687785,1767581.9735,5907224.9509,-36.966167,174.88252157,1767581.9735,5907224.9509
"POINT (1764352.5671 5904703.4033)",155900,Papatoetoe South West,0.8285968,0.8285968,1764352.56705,5904703.4033,-36.98945511,174.84681066,1764352.5671,5904703.4033
"POINT (1768833.6058 5907925.8588)",156000,Botany Junction,2.48251702,2.48251702,1768833.6058,5907925.8588,-36.95962843,174.89641804,1768833.6058,5907925.8588
"POINT (1770270.8053 5909427.4255)",156100,Dannemora North,0.54899463,0.54899463,1770270.8053,5909427.42545,-36.94584124,174.91221484,1770270.8053,5909427.4255
"POINT (1766199.1024 5905995.2069)",156200,Papatoetoe South,0.79596426,0.79596426,1766199.10235,5905995.20695,-36.97749183,174.86726543,1766199.1024,5905995.2069
"POINT (1771193.3008 5909858.8743)",156300,East Tamaki Heights,1.23138113,1.23138113,1771193.3008,5909858.87425,-36.9417869,174.92247188,1771193.3008,5909858.8743
"POINT (1778485.3522 5914755.6483)",156400,Te Puru,7.2901401,7.39063529,1778485.3522,5914755.6483,-36.89631822,175.00316112,1778485.3522,5914755.6483
"POINT (1765748.9718 5905332.2107)",156500,Puhinui North,0.70328268,0.70328268,1765748.9718,5905332.2107,-36.98354464,174.86235623,1765748.9718,5905332.2107
"POINT (1770033.3507 5908736.6294)",156600,Dannemora South,0.63838551,0.63838551,1770033.3507,5908736.6294,-36.95210786,174.90970489,1770033.3507,5908736.6294
"POINT (1765432.0061 5904726.8408)",156700,Puhinui South,0.5260906,0.5260906,1765432.00605,5904726.8408,-36.98905465,174.85892926,1765432.0061,5904726.8408
"POINT (1768170.6329 5906351.4062)",156800,Rongomai West,0.48507019,0.48507019,1768170.6329,5906351.4062,-36.97393225,174.88932555,1768170.6329,5906351.4062
"POINT (1770649.3566 5908374.5429)",156900,Baverstock,1.09060982,1.09060982,1770649.3566,5908374.5429,-36.95525862,174.91670173,1770649.3566,5908374.5429
"POINT (1766591.0149 5905460.679)",157000,Puhinui East,0.60410026,0.60410026,1766591.01485,5905460.679,-36.98223841,174.87178448,1766591.0149,5905460.679
"POINT (1777026.1726 5907263.7734)",157100,Turanga,84.96233351,84.96233351,1777026.17255,5907263.7734,-36.96408816,174.98854671,1777026.1726,5907263.7734
"POINT (1768617.3717 5906469.7173)",157200,Rongomai East,0.58097595,0.58097595,1768617.3717,5906469.71735,-36.97278636,174.89431555,1768617.3717,5906469.7173
"POINT (1770308.7413 5907396.6602)",157300,Ormiston North,2.30075808,2.30075808,1770308.7413,5907396.6602,-36.96413048,174.91309841,1770308.7413,5907396.6602
"POINT (1781607.6629 5915640.7443)",157400,Maraetai,6.88515504,6.88515504,1781607.66285,5915640.7443,-36.88774867,175.03797111,1781607.6629,5915640.7443
"POINT (1769315.9431 5906557.2274)",157500,Chapel Downs,0.76033315,0.76033315,1769315.9431,5906557.2274,-36.97187248,174.90214003,1769315.9431,5906557.2274
"POINT (1765702.4287 5902587.4026)",157600,Wiri West,8.04089146,8.04089146,1765702.42865,5902587.40265,-37.00828264,174.8624367,1765702.4287,5902587.4026
"POINT (1768495.6981 5905719.8893)",157700,Clover Park North,0.92445239,0.92445239,1768495.6981,5905719.88925,-36.97956376,174.89311669,1768495.6981,5905719.8893
"POINT (1771907.9989 5908023.5794)",157800,Mission Heights North,1.07241323,1.07241323,1771907.99885,5908023.5794,-36.95819159,174.93091114,1771907.9989,5908023.5794
"POINT (1768215.7397 5905051.8585)",157900,Clover Park South,1.18316226,1.18316226,1768215.7397,5905051.8585,-36.98563252,174.89012173,1768215.7397,5905051.8585
"POINT (1769812.3268 5905923.5032)",158000,Donegal Park,0.9076278,0.9076278,1769812.32675,5905923.50315,-36.97749254,174.90785629,1769812.3268,5905923.5032
"POINT (1770681.8249 5906075.2568)",158100,Ormiston South,1.70316998,1.70316998,1770681.82485,5906075.25685,-36.97596797,174.9175859,1770681.8249,5906075.2568
"POINT (1772005.1271 5907261.4814)",158200,Mission Heights South,0.86985025,0.86985025,1772005.1271,5907261.4814,-36.96503986,174.9321751,1772005.1271,5907261.4814
"POINT (1769781.3193 5905011.0329)",158300,Hilltop (Auckland),1.14166187,1.14166187,1769781.3193,5905011.0329,-36.98571899,174.9077134,1769781.3193,5905011.0329
"POINT (1767916.4388 5903569.9151)",158400,Wiri East,1.37110039,1.37110039,1767916.4388,5903569.9151,-36.99903763,174.88709031,1767916.4388,5903569.9151
"POINT (1768838.1888 5904086.5992)",158500,Goodwood Heights,1.28157262,1.28157262,1768838.18885,5904086.5992,-36.99421746,174.89732834,1768838.1888,5904086.5992
"POINT (1771869.2968 5905376.4575)",158600,Ormiston East,4.41466727,4.41466727,1771869.2968,5905376.45745,-36.98204749,174.93107925,1771869.2968,5905376.4575
"POINT (1765453.9507 5900797.4507)",158700,Clendon Park North,0.74920256,0.74920256,1765453.95065,5900797.45065,-37.02445325,174.8600384,1765453.9507,5900797.4507
"POINT (1766167.8483 5901123.422)",158800,Burbank,0.64850807,0.64850807,1766167.8483,5901123.422,-37.02139033,174.86798825,1766167.8483,5901123.422
"POINT (1774013.8388 5905647.0931)",158900,Tuscany Heights,6.6289288,6.6289288,1774013.8388,5905647.0931,-36.97921496,174.95509968,1774013.8388,5905647.0931
"POINT (1769081.3182 5903257.9672)",159000,Totara Heights,0.85465897,0.85465897,1769081.31825,5903257.9672,-37.0016393,174.90024498,1769081.3182,5903257.9672
"POINT (1767740.0557 5901987.526)",159100,Homai East,0.71246766,0.71246766,1767740.0557,5901987.52595,-37.0133257,174.88546124,1767740.0557,5901987.526
"POINT (1767063.6569 5901383.5115)",159200,Homai West,0.91194953,0.91194953,1767063.65685,5901383.5115,-37.01888813,174.87799595,1767063.6569,5901383.5115
"POINT (1770219.9372 5903242.8514)",159300,The Gardens (Auckland),4.08900902,4.08900902,1770219.9372,5903242.85135,-37.00156996,174.91303846,1770219.9372,5903242.8514
"POINT (1751663.7997 5888413.7611)",159400,Clarks Beach,2.67302174,2.67302174,1751663.7997,5888413.76105,-37.13836247,174.70757601,1751663.7997,5888413.7611
"POINT (1765368.1262 5899922.2403)",159500,Clendon Park West,0.59408604,0.59408604,1765368.1262,5899922.24025,-37.03235369,174.85926627,1765368.1262,5899922.2403
"POINT (1768852.6161 5902263.9527)",159600,Hillpark North,0.66048296,0.66048296,1768852.61605,5902263.95265,-37.01063595,174.89789866,1768852.6161,5902263.9527
"POINT (1765890.799 5899917.9613)",159700,Clendon Park East,0.46283705,0.46283705,1765890.79895,5899917.96125,-37.03230003,174.8651409,1765890.799,5899917.9613
"POINT (1756717.475 5888765.0803)",159800,Karaka Creek,34.78065649,34.78065649,1756717.47505,5888765.0803,-37.13436391,174.76437739,1756717.475,5888765.0803
"POINT (1766523.8456 5900320.7212)",159900,Rowandale West,0.6882183,0.6882183,1766523.84555,5900320.7212,-37.02855927,174.8721658,1766523.8456,5900320.7212
"POINT (1767306.113 5900667.7535)",160000,Rowandale East,0.83155282,0.83155282,1767306.113,5900667.7535,-37.02529361,174.88087913,1767306.113,5900667.7535
"POINT (1768257.6959 5901112.6686)",160100,Manurewa Central,1.07399259,1.07399259,1768257.6959,5901112.6686,-37.02111515,174.89147225,1768257.6959,5901112.6686
"POINT (1765890.1444 5899131.8066)",160200,Weymouth North,1.0188509,1.0188509,1765890.14435,5899131.8066,-37.03938307,174.86530684,1765890.1444,5899131.8066
"POINT (1769062.8885 5901534.4201)",160300,Hillpark South,1.08741456,1.08741456,1769062.88845,5901534.42005,-37.01717082,174.90042465,1769062.8885,5901534.4201
"POINT (1770886.3673 5902018.7921)",160400,Alfriston,1.95412196,1.95412196,1770886.3673,5902018.79205,-37.01247699,174.92080195,1770886.3673,5902018.7921
"POINT (1766988.6022 5899335.8579)",160500,Weymouth East,0.98724325,0.98724325,1766988.60215,5899335.85785,-37.03734988,174.87760685,1766988.6022,5899335.8579
"POINT (1767865.9869 5899890.4791)",160600,Leabank,1.48914276,1.48914276,1767865.9869,5899890.47905,-37.03219654,174.88734352,1767865.9869,5899890.4791
"POINT (1765668.3908 5898310.2508)",160700,Weymouth South,1.0583023,1.0583023,1765668.3908,5898310.2508,-37.04682412,174.86299551,1765668.3908,5898310.2508
"POINT (1769549.3768 5900562.6356)",160800,Manurewa East,0.82830357,0.82830357,1769549.3768,5900562.63555,-37.02583832,174.90610927,1769549.3768,5900562.6356
"POINT (1769029.958 5899957.0046)",160900,Manurewa South,1.21704652,1.21704652,1769029.95805,5899957.0046,-37.03138834,174.90040876,1769029.958,5899957.0046
"POINT (1770605.437 5901204.686)",161000,Randwick Park East,0.74726124,0.74726124,1770605.43695,5901204.68595,-37.01986261,174.91783022,1770605.437,5901204.686
"POINT (1766746.4219 5897794.3396)",161100,Wattle Downs West,1.47727217,1.47727217,1766746.4219,5897794.33955,-37.05128128,174.87522682,1766746.4219,5897794.3396
"POINT (1768521.4682 5899158.9072)",161200,Wattle Downs North,0.55995069,0.55995069,1768521.46815,5899158.9072,-37.03867016,174.89487336,1768521.4682,5899158.9072
"POINT (1770212.9977 5900503.9081)",161300,Randwick Park West,0.70415333,0.70415333,1770212.99765,5900503.90805,-37.02624737,174.91357933,1770212.9977,5900503.9081
"POINT (1761811.6627 5889772.037)",161400,Kingseat-Karaka,86.66018776,86.66018776,1761811.66265,5889772.03695,-37.12442419,174.82148593,1761811.6627,5889772.037
"POINT (1768331.4662 5898213.3337)",161500,Wattle Downs East,1.01653039,1.01653039,1768331.4662,5898213.3337,-37.04722333,174.8929496,1768331.4662,5898213.3337
"POINT (1771877.7528 5900472.7095)",161600,Takanini North,5.27797258,5.27797258,1771877.75275,5900472.7095,-37.02622521,174.93229242,1771877.7528,5900472.7095
"POINT (1770354.6059 5899685.1832)",161700,Takanini Industrial,0.88082534,0.88082534,1770354.6059,5899685.1832,-37.03359785,174.91535579,1770354.6059,5899685.1832
"POINT (1770105.1441 5898014.6247)",161800,Conifer Grove West,1.58524567,1.58524567,1770105.14405,5898014.62465,-37.0486937,174.91293014,1770105.1441,5898014.6247
"POINT (1770332.9177 5898537.9435)",161900,Conifer Grove East,0.64940367,0.64940367,1770332.9177,5898537.9435,-37.04393764,174.91537177,1770332.9177,5898537.9435
"POINT (1770852.2864 5898888.4898)",162000,Takanini West,0.68633159,0.68633159,1770852.28635,5898888.48985,-37.04068506,174.92112941,1770852.2864,5898888.4898
"POINT (1772429.3341 5898757.8517)",162100,Takanini South,2.31895061,2.31895061,1772429.3341,5898757.8517,-37.0415736,174.93888309,1772429.3341,5898757.8517
"POINT (1771251.326 5897768.9177)",162200,Takanini Central,1.07936223,1.07936223,1771251.32595,5897768.9177,-37.05069884,174.92586896,1771251.326,5897768.9177
"POINT (1778838.6771 5896375.2631)",162300,Ardmore,44.26853484,44.26853484,1778838.67705,5896375.26305,-37.06183843,175.01147993,1778838.6771,5896375.2631
"POINT (1755770.0438 5881294.1381)",162400,Glenbrook,53.15868013,53.15868013,1755770.04375,5881294.1381,-37.20183488,174.75527205,1755770.0438,5881294.1381
"POINT (1770161.7 5895237.9202)",162500,Hingaia,3.61581438,3.61581438,1770161.69995,5895237.9202,-37.0736996,174.91419445,1770161.7,5895237.9202
"POINT (1772969.8025 5897920.2607)",162600,Takanini South East,1.46889043,1.46889043,1772969.8025,5897920.2607,-37.04902013,174.94514981,1772969.8025,5897920.2607
"POINT (1791526.0248 5904723.365)",162700,Kawakawa Bay-Orere,208.77544671,208.77544671,1791526.02475,5904723.36495,-36.98413362,175.15196852,1791526.0248,5904723.365
"POINT (1771976.1895 5897106.2114)",162800,Papakura West,0.56013558,0.56013558,1771976.1895,5897106.21135,-37.05653671,174.93416803,1771976.1895,5897106.2114
"POINT (1782012.1666 5901527.9085)",162900,Clevedon,49.97263142,49.97263142,1782012.16655,5901527.90845,-37.01480977,175.04590674,1782012.1666,5901527.9085
"POINT (1773199.4015 5896983.8451)",163000,Papakura North,1.2487808,1.2487808,1773199.4015,5896983.84505,-37.05741406,174.94794613,1773199.4015,5896983.8451
"POINT (1771820.858 5895765.0615)",163100,Pahurehure,1.2071569,1.2071569,1771820.858,5895765.06145,-37.06864785,174.93272857,1771820.858,5895765.0615
"POINT (1772725.3012 5896104.5642)",163200,Papakura Central,1.56524401,1.56524401,1772725.30115,5896104.5642,-37.06542305,174.94281885,1772725.3012,5896104.5642
"POINT (1774813.4462 5897614.3592)",163300,Papakura North East,1.48821034,1.48821034,1774813.44615,5897614.3592,-37.05143433,174.96594275,1774813.4462,5897614.3592
"POINT (1771229.8285 5894010.3418)",163400,Karaka Lakes,3.3305519,3.3305519,1771229.8285,5894010.34175,-37.08456461,174.92648385,1771229.8285,5894010.3418
"POINT (1774479.8002 5896744.3537)",163500,Papakura Kelvin,1.01704881,1.01704881,1774479.8002,5896744.35365,-37.05933436,174.96239449,1774479.8002,5896744.3537
"POINT (1773792.0265 5895985.3798)",163600,Papakura Massey Park,0.89410414,0.89410414,1773792.02655,5895985.3798,-37.0662997,174.95483864,1773792.0265,5895985.3798
"POINT (1772271.9481 5894413.2994)",163700,Rosehill,1.54499723,1.54499723,1772271.94805,5894413.29935,-37.0807433,174.93811005,1772271.9481,5894413.2994
"POINT (1762912.0988 5883924.4413)",163800,Patumahoe,34.37898701,34.37898701,1762912.0988,5883924.44125,-37.17691755,174.83514067,1762912.0988,5883924.4413
"POINT (1775976.9469 5896810.2244)",163900,Papakura East,2.01763954,2.01763954,1775976.9469,5896810.22435,-37.05846123,174.97920854,1775976.9469,5896810.2244
"POINT (1773158.0473 5894830.0171)",164000,Opaheke,1.10867301,1.10867301,1773158.04725,5894830.01705,-37.07682576,174.94797761,1773158.0473,5894830.0171
"POINT (1774616.9266 5895196.5557)",164100,Papakura Industrial,1.53838175,1.53838175,1774616.92655,5895196.55565,-37.07325298,174.96429562,1774616.9266,5895196.5557
"POINT (1775786.0746 5895823.6071)",164200,Red Hill,2.1029976,2.1029976,1775786.0746,5895823.6071,-37.06738541,174.97729374,1775786.0746,5895823.6071
"POINT (1772088.7608 5891605.8534)",164300,Drury,10.3915445,10.3915445,1772088.76075,5891605.85335,-37.10606959,174.93669402,1772088.7608,5891605.8534
"POINT (1752848.5423 5876590.9688)",164400,Tamakae,1.34089266,1.34089266,1752848.5423,5876590.96875,-37.2446936,174.72332941,1752848.5423,5876590.9688
"POINT (1754282.7082 5876438.087)",164500,Hamilton Estate,2.25898673,2.25898673,1754282.70815,5876438.087,-37.24583465,174.73952417,1754282.7082,5876438.087
"POINT (1775457.5137 5890855.1206)",164600,Drury Rural,36.00907218,36.00907218,1775457.5137,5890855.12055,-37.11220768,174.97476145,1775457.5137,5890855.1206
"POINT (1753223.5483 5875346.9583)",164700,Waiuku Central,1.13131897,1.13131897,1753223.54825,5875346.95825,-37.25584046,174.72781174,1753223.5483,5875346.9583
"POINT (1753853.9106 5875099.0685)",164800,Waiuku East,0.83262875,0.83262875,1753853.9106,5875099.0685,-37.25796999,174.73496824,1753853.9106,5875099.0685
"POINT (1755261.3574 5875608.7232)",164900,Kendallvale,2.14456963,2.14456963,1755261.3574,5875608.72315,-37.25314449,174.7507266,1755261.3574,5875608.7232
"POINT (1763924.6669 5879822.6874)",165000,Puni,38.19095891,38.19095891,1763924.66685,5879822.6874,-37.21369487,174.847442,1763924.6669,5879822.6874
